Campaign_ID,Campaign_Name,Platform,Campaign_Type,Objective,Audience_Segment,Region,Device_Type,Ad_Format,Launch_Date,Spend_USD,Impressions,Clicks,CTR_Percent,CPC_USD,Conversions,Conversion_Rate_Percent,CPA_USD,Revenue_USD,ROAS,Engagement_Rate_Percent,Video_Completion_Rate_Percent
MKTCAMP_1486,Lead Generation_Middle East_486,Google Ads,Lead Generation,Engagement,Young Professionals 25-34,Middle East,Desktop,Carousel,2025-01-23,1769.98,245663,6706,2.73,0.26,393,5.87,4.5,56178.06,31.74,11.95,
MKTCAMP_1487,App Install_Europe_487,Google Ads,App Install,Conversions,Luxury Buyers,Europe,Desktop,Story,2025-04-28,8684.22,1492694,54881,3.68,0.16,930,1.7,9.34,261146.93,30.07,6.14,
MKTCAMP_1488,Retargeting_North America_488,X,Retargeting,Awareness,Pet Owners,North America,Tablet,Video,2025-03-06,11102.79,1813972,56104,3.09,0.2,836,1.49,13.28,125111.36,11.27,17.54,66.34
MKTCAMP_1489,Brand Awareness_Europe_489,X,Brand Awareness,Traffic,Fitness Enthusiasts,Europe,Tablet,Story,2025-01-09,16951.24,2607283,52454,2.01,0.32,4102,7.82,4.13,1108773.62,65.41,2.95,
MKTCAMP_1490,Retargeting_India_490,TikTok,Retargeting,Leads,Pet Owners,India,Mobile,Story,2025-01-02,7307.39,655746,25569,3.9,0.29,4514,17.66,1.62,232926.08,31.88,10.17,
MKTCAMP_1491,Lead Generation_APAC_491,LinkedIn,Lead Generation,Leads,Pet Owners,APAC,Desktop,Carousel,2025-03-01,4894.43,1050940,13848,1.32,0.35,1047,7.56,4.67,278630.99,56.93,13.39,
MKTCAMP_1492,App Install_Europe_492,LinkedIn,App Install,Leads,Students 18-24,Europe,Tablet,Carousel,2025-01-20,10856.85,1111462,40242,3.62,0.27,2062,5.12,5.27,197346.89,18.18,9.56,
MKTCAMP_1493,Product Launch_Europe_493,Google Ads,Product Launch,Awareness,Young Professionals 25-34,Europe,Tablet,Video,2025-02-12,7079.08,649456,37147,5.72,0.19,6481,17.45,1.09,1446325.26,204.31,2.53,21.05
MKTCAMP_1494,Sales Conversion_Latin America_494,Google Ads,Sales Conversion,Awareness,Luxury Buyers,Latin America,Tablet,Video,2025-01-27,23809.87,2226516,25510,1.15,0.93,2801,10.98,8.5,643018.87,27.01,12.42,36.39
MKTCAMP_1495,Lead Generation_Middle East_495,YouTube,Lead Generation,Conversions,Luxury Buyers,Middle East,Mobile,Image,2025-01-12,870.21,185966,4523,2.43,0.19,557,12.33,1.56,142659.71,163.94,11.75,
MKTCAMP_1496,Lead Generation_Middle East_496,Google Ads,Lead Generation,Awareness,Tech Decision Makers,Middle East,Tablet,Story,2025-04-06,8166.23,725139,38005,5.24,0.21,5950,15.66,1.37,1981081.02,242.59,3.03,
MKTCAMP_1497,App Install_APAC_497,Google Ads,App Install,Engagement,Small Business Owners,APAC,Mobile,Video,2025-03-17,4293.3,901818,57409,6.37,0.07,9158,15.95,0.47,868567.09,202.31,11.37,71.09
MKTCAMP_1498,Brand Awareness_Latin America_498,YouTube,Brand Awareness,Conversions,Luxury Buyers,Latin America,Mobile,Image,2025-02-03,17162.74,1947409,10218,0.52,1.68,1093,10.7,15.7,121314.79,7.07,8.99,
MKTCAMP_1499,Product Launch_India_499,LinkedIn,Product Launch,Awareness,Parents with Kids,India,Desktop,Carousel,2025-01-10,23960.73,2679441,192983,7.2,0.12,7332,3.8,3.27,1797713.72,75.03,18.1,
